,Source,Target
9753,Li Qiang,Sergei Sobyanin
9754,Li Qiang,Tayyip Erdogan
9755,Li Qiang,Pavel Krasheninniko
9756,Li Qiang,Giorgia Meloni
9757,Li Qiang,Ramzan Kadyrov
9758,Li Qiang,Valery Gerasimov
9759,Li Qiang,Ihor Terekhov
9760,Li Qiang,Vassily Golubev
9761,Gavriil Grigorov Kremlin,Yevgeny Prigozhin Wagner
9762,Gavriil Grigorov Kremlin,Almas Aidarov
9763,Gavriil Grigorov Kremlin,Kassym-Jomart Tokayev
9764,Gavriil Grigorov Kremlin,Boris Pistorius
9765,Gavriil Grigorov Kremlin,Gitanas Nauseda
9766,Gavriil Grigorov Kremlin,Sergei Shoigu
9767,Gavriil Grigorov Kremlin,Anthony Albanese
9768,Gavriil Grigorov Kremlin,Justin Trudeau
9769,Gavriil Grigorov Kremlin,Alexander Matsegora
9770,Gavriil Grigorov Kremlin,Mikhail Mishustin
9771,Gavriil Grigorov Kremlin,Sergey Tyurin
9772,Gavriil Grigorov Kremlin,Dmytro Kuleba
9773,Gavriil Grigorov Kremlin,Hakan Fidan
9774,Gavriil Grigorov Kremlin,Lloyd Austin
9775,Gavriil Grigorov Kremlin,Pat Ryder
9776,Gavriil Grigorov Kremlin,Dmitry Utkin
9777,Gavriil Grigorov Kremlin,Sergei Sobyanin
9778,Gavriil Grigorov Kremlin,Tayyip Erdogan
9779,Gavriil Grigorov Kremlin,Pavel Krasheninniko
9780,Gavriil Grigorov Kremlin,Giorgia Meloni
9781,Gavriil Grigorov Kremlin,Ramzan Kadyrov
9782,Gavriil Grigorov Kremlin,Valery Gerasimov
9783,Gavriil Grigorov Kremlin,Ihor Terekhov
9784,Gavriil Grigorov Kremlin,Vassily Golubev
9785,Yevgeny Prigozhin Wagner,Almas Aidarov
9786,Yevgeny Prigozhin Wagner,Kassym-Jomart Tokayev
9787,Yevgeny Prigozhin Wagner,Boris Pistorius
9788,Yevgeny Prigozhin Wagner,Gitanas Nauseda
9789,Yevgeny Prigozhin Wagner,Sergei Shoigu
9790,Yevgeny Prigozhin Wagner,Anthony Albanese
9791,Yevgeny Prigozhin Wagner,Justin Trudeau
9792,Yevgeny Prigozhin Wagner,Alexander Matsegora
9793,Yevgeny Prigozhin Wagner,Mikhail Mishustin
9794,Yevgeny Prigozhin Wagner,Sergey Tyurin
9795,Yevgeny Prigozhin Wagner,Dmytro Kuleba
9796,Yevgeny Prigozhin Wagner,Hakan Fidan
9797,Yevgeny Prigozhin Wagner,Lloyd Austin
9798,Yevgeny Prigozhin Wagner,Pat Ryder
9799,Yevgeny Prigozhin Wagner,Dmitry Utkin
9800,Yevgeny Prigozhin Wagner,Sergei Sobyanin
9801,Yevgeny Prigozhin Wagner,Tayyip Erdogan
9802,Yevgeny Prigozhin Wagner,Pavel Krasheninniko
9803,Yevgeny Prigozhin Wagner,Giorgia Meloni
9804,Yevgeny Prigozhin Wagner,Ramzan Kadyrov
9805,Yevgeny Prigozhin Wagner,Valery Gerasimov
9806,Yevgeny Prigozhin Wagner,Ihor Terekhov
9807,Yevgeny Prigozhin Wagner,Vassily Golubev
9808,Almas Aidarov,Kassym-Jomart Tokayev
9809,Almas Aidarov,Boris Pistorius
9810,Almas Aidarov,Gitanas Nauseda
9811,Almas Aidarov,Sergei Shoigu
9812,Almas Aidarov,Anthony Albanese
9813,Almas Aidarov,Justin Trudeau
9814,Almas Aidarov,Alexander Matsegora
9815,Almas Aidarov,Mikhail Mishustin
9816,Almas Aidarov,Sergey Tyurin
9817,Almas Aidarov,Dmytro Kuleba
9818,Almas Aidarov,Hakan Fidan
9819,Almas Aidarov,Lloyd Austin
9820,Almas Aidarov,Pat Ryder
9821,Almas Aidarov,Dmitry Utkin
9822,Almas Aidarov,Sergei Sobyanin
9823,Almas Aidarov,Tayyip Erdogan
9824,Almas Aidarov,Pavel Krasheninniko
9825,Almas Aidarov,Giorgia Meloni
9826,Almas Aidarov,Ramzan Kadyrov
9827,Almas Aidarov,Valery Gerasimov
9828,Almas Aidarov,Ihor Terekhov
9829,Almas Aidarov,Vassily Golubev
9830,Kassym-Jomart Tokayev,Boris Pistorius
9831,Kassym-Jomart Tokayev,Gitanas Nauseda
9832,Kassym-Jomart Tokayev,Sergei Shoigu
9833,Kassym-Jomart Tokayev,Anthony Albanese
9834,Kassym-Jomart Tokayev,Justin Trudeau
9835,Kassym-Jomart Tokayev,Alexander Matsegora
9836,Kassym-Jomart Tokayev,Mikhail Mishustin
9837,Kassym-Jomart Tokayev,Sergey Tyurin
9838,Kassym-Jomart Tokayev,Dmytro Kuleba
9839,Kassym-Jomart Tokayev,Hakan Fidan
9840,Kassym-Jomart Tokayev,Lloyd Austin
9841,Kassym-Jomart Tokayev,Pat Ryder
9842,Kassym-Jomart Tokayev,Dmitry Utkin
9843,Kassym-Jomart Tokayev,Sergei Sobyanin
9844,Kassym-Jomart Tokayev,Tayyip Erdogan
9845,Kassym-Jomart Tokayev,Pavel Krasheninniko
9846,Kassym-Jomart Tokayev,Giorgia Meloni
9847,Kassym-Jomart Tokayev,Ramzan Kadyrov
9848,Kassym-Jomart Tokayev,Valery Gerasimov
9849,Kassym-Jomart Tokayev,Ihor Terekhov
9850,Kassym-Jomart Tokayev,Vassily Golubev
9851,Boris Pistorius,Gitanas Nauseda
9852,Boris Pistorius,Sergei Shoigu
9853,Boris Pistorius,Anthony Albanese
9854,Boris Pistorius,Justin Trudeau
9855,Boris Pistorius,Alexander Matsegora
9856,Boris Pistorius,Mikhail Mishustin
9857,Boris Pistorius,Sergey Tyurin
9858,Boris Pistorius,Dmytro Kuleba
9859,Boris Pistorius,Hakan Fidan
9860,Boris Pistorius,Lloyd Austin
9861,Boris Pistorius,Pat Ryder
9862,Boris Pistorius,Dmitry Utkin
9863,Boris Pistorius,Sergei Sobyanin
9864,Boris Pistorius,Tayyip Erdogan
9865,Boris Pistorius,Pavel Krasheninniko
9866,Boris Pistorius,Giorgia Meloni
9867,Boris Pistorius,Ramzan Kadyrov
9868,Boris Pistorius,Valery Gerasimov
9869,Boris Pistorius,Ihor Terekhov
9870,Boris Pistorius,Vassily Golubev
9871,Gitanas Nauseda,Sergei Shoigu
9872,Gitanas Nauseda,Anthony Albanese
9873,Gitanas Nauseda,Justin Trudeau
9874,Gitanas Nauseda,Alexander Matsegora
9875,Gitanas Nauseda,Mikhail Mishustin
9876,Gitanas Nauseda,Sergey Tyurin
9877,Gitanas Nauseda,Dmytro Kuleba
9878,Gitanas Nauseda,Hakan Fidan
9879,Gitanas Nauseda,Lloyd Austin
9880,Gitanas Nauseda,Pat Ryder
9881,Gitanas Nauseda,Dmitry Utkin
9882,Gitanas Nauseda,Sergei Sobyanin
9883,Gitanas Nauseda,Tayyip Erdogan
9884,Gitanas Nauseda,Pavel Krasheninniko
9885,Gitanas Nauseda,Giorgia Meloni
9886,Gitanas Nauseda,Ramzan Kadyrov
9887,Gitanas Nauseda,Valery Gerasimov
9888,Gitanas Nauseda,Ihor Terekhov
9889,Gitanas Nauseda,Vassily Golubev
9890,Sergei Shoigu,Anthony Albanese
9891,Sergei Shoigu,Justin Trudeau
9892,Sergei Shoigu,Alexander Matsegora
9893,Sergei Shoigu,Mikhail Mishustin
9894,Sergei Shoigu,Sergey Tyurin
9895,Sergei Shoigu,Dmytro Kuleba
9896,Sergei Shoigu,Hakan Fidan
9897,Sergei Shoigu,Lloyd Austin
9898,Sergei Shoigu,Pat Ryder
9899,Sergei Shoigu,Dmitry Utkin
9900,Sergei Shoigu,Sergei Sobyanin
9901,Sergei Shoigu,Tayyip Erdogan
9902,Sergei Shoigu,Pavel Krasheninniko
9903,Sergei Shoigu,Giorgia Meloni
9904,Sergei Shoigu,Ramzan Kadyrov
9905,Sergei Shoigu,Valery Gerasimov
9906,Sergei Shoigu,Ihor Terekhov
9907,Sergei Shoigu,Vassily Golubev
9908,Anthony Albanese,Justin Trudeau
9909,Anthony Albanese,Alexander Matsegora
9910,Anthony Albanese,Mikhail Mishustin
9911,Anthony Albanese,Sergey Tyurin
9912,Anthony Albanese,Dmytro Kuleba
9913,Anthony Albanese,Hakan Fidan
9914,Anthony Albanese,Lloyd Austin
9915,Anthony Albanese,Pat Ryder
9916,Anthony Albanese,Dmitry Utkin
9917,Anthony Albanese,Sergei Sobyanin
9918,Anthony Albanese,Tayyip Erdogan
9919,Anthony Albanese,Pavel Krasheninniko
9920,Anthony Albanese,Giorgia Meloni
9921,Anthony Albanese,Ramzan Kadyrov
9922,Anthony Albanese,Valery Gerasimov
9923,Anthony Albanese,Ihor Terekhov
9924,Anthony Albanese,Vassily Golubev
9925,Justin Trudeau,Alexander Matsegora
9926,Justin Trudeau,Mikhail Mishustin
9927,Justin Trudeau,Sergey Tyurin
9928,Justin Trudeau,Dmytro Kuleba
9929,Justin Trudeau,Hakan Fidan
9930,Justin Trudeau,Lloyd Austin
9931,Justin Trudeau,Pat Ryder
9932,Justin Trudeau,Dmitry Utkin
9933,Justin Trudeau,Sergei Sobyanin
9934,Justin Trudeau,Tayyip Erdogan
9935,Justin Trudeau,Pavel Krasheninniko
9936,Justin Trudeau,Giorgia Meloni
9937,Justin Trudeau,Ramzan Kadyrov
9938,Justin Trudeau,Valery Gerasimov
9939,Justin Trudeau,Ihor Terekhov
9940,Justin Trudeau,Vassily Golubev
9941,Alexander Matsegora,Mikhail Mishustin
9942,Alexander Matsegora,Sergey Tyurin
9943,Alexander Matsegora,Dmytro Kuleba
9944,Alexander Matsegora,Hakan Fidan
9945,Alexander Matsegora,Lloyd Austin
9946,Alexander Matsegora,Pat Ryder
9947,Alexander Matsegora,Dmitry Utkin
9948,Alexander Matsegora,Sergei Sobyanin
9949,Alexander Matsegora,Tayyip Erdogan
9950,Alexander Matsegora,Pavel Krasheninniko
9951,Alexander Matsegora,Giorgia Meloni
9952,Alexander Matsegora,Ramzan Kadyrov
9953,Alexander Matsegora,Valery Gerasimov
9954,Alexander Matsegora,Ihor Terekhov
9955,Alexander Matsegora,Vassily Golubev
9956,Mikhail Mishustin,Sergey Tyurin
9957,Mikhail Mishustin,Dmytro Kuleba
9958,Mikhail Mishustin,Hakan Fidan
9959,Mikhail Mishustin,Lloyd Austin
9960,Mikhail Mishustin,Pat Ryder
9961,Mikhail Mishustin,Dmitry Utkin
9962,Mikhail Mishustin,Sergei Sobyanin
9963,Mikhail Mishustin,Tayyip Erdogan
9964,Mikhail Mishustin,Pavel Krasheninniko
9965,Mikhail Mishustin,Giorgia Meloni
9966,Mikhail Mishustin,Ramzan Kadyrov
9967,Mikhail Mishustin,Valery Gerasimov
9968,Mikhail Mishustin,Ihor Terekhov
9969,Mikhail Mishustin,Vassily Golubev
9970,Sergey Tyurin,Dmytro Kuleba
9971,Sergey Tyurin,Hakan Fidan
9972,Sergey Tyurin,Lloyd Austin
9973,Sergey Tyurin,Pat Ryder
9974,Sergey Tyurin,Dmitry Utkin
9975,Sergey Tyurin,Sergei Sobyanin
9976,Sergey Tyurin,Tayyip Erdogan
9977,Sergey Tyurin,Pavel Krasheninniko
9978,Sergey Tyurin,Giorgia Meloni
9979,Sergey Tyurin,Ramzan Kadyrov
9980,Sergey Tyurin,Valery Gerasimov
9981,Sergey Tyurin,Ihor Terekhov
9982,Sergey Tyurin,Vassily Golubev
9983,Dmytro Kuleba,Hakan Fidan
9984,Dmytro Kuleba,Lloyd Austin
9985,Dmytro Kuleba,Pat Ryder
9986,Dmytro Kuleba,Dmitry Utkin
9987,Dmytro Kuleba,Sergei Sobyanin
9988,Dmytro Kuleba,Tayyip Erdogan
9989,Dmytro Kuleba,Pavel Krasheninniko
9990,Dmytro Kuleba,Giorgia Meloni
9991,Dmytro Kuleba,Ramzan Kadyrov
9992,Dmytro Kuleba,Valery Gerasimov
9993,Dmytro Kuleba,Ihor Terekhov
9994,Dmytro Kuleba,Vassily Golubev
9995,Hakan Fidan,Lloyd Austin
9996,Hakan Fidan,Pat Ryder
9997,Hakan Fidan,Dmitry Utkin
9998,Hakan Fidan,Sergei Sobyanin
9999,Hakan Fidan,Tayyip Erdogan
10000,Hakan Fidan,Pavel Krasheninniko
10001,Hakan Fidan,Giorgia Meloni
10002,Hakan Fidan,Ramzan Kadyrov
10003,Hakan Fidan,Valery Gerasimov
10004,Hakan Fidan,Ihor Terekhov
10005,Hakan Fidan,Vassily Golubev
10006,Lloyd Austin,Pat Ryder
10007,Lloyd Austin,Dmitry Utkin
10008,Lloyd Austin,Sergei Sobyanin
10009,Lloyd Austin,Tayyip Erdogan
10010,Lloyd Austin,Pavel Krasheninniko
10011,Lloyd Austin,Giorgia Meloni
10012,Lloyd Austin,Ramzan Kadyrov
10013,Lloyd Austin,Valery Gerasimov
10014,Lloyd Austin,Ihor Terekhov
10015,Lloyd Austin,Vassily Golubev
10016,Pat Ryder,Dmitry Utkin
10017,Pat Ryder,Sergei Sobyanin
10018,Pat Ryder,Tayyip Erdogan
10019,Pat Ryder,Pavel Krasheninniko
10020,Pat Ryder,Giorgia Meloni
10021,Pat Ryder,Ramzan Kadyrov
10022,Pat Ryder,Valery Gerasimov
10023,Pat Ryder,Ihor Terekhov
10024,Pat Ryder,Vassily Golubev
10025,Dmitry Utkin,Sergei Sobyanin
10026,Dmitry Utkin,Tayyip Erdogan
10027,Dmitry Utkin,Pavel Krasheninniko
10028,Dmitry Utkin,Giorgia Meloni
10029,Dmitry Utkin,Ramzan Kadyrov
10030,Dmitry Utkin,Valery Gerasimov
10031,Dmitry Utkin,Ihor Terekhov
10032,Dmitry Utkin,Vassily Golubev
10033,Sergei Sobyanin,Tayyip Erdogan
10034,Sergei Sobyanin,Pavel Krasheninniko
10035,Sergei Sobyanin,Giorgia Meloni
10036,Sergei Sobyanin,Ramzan Kadyrov
10037,Sergei Sobyanin,Valery Gerasimov
10038,Sergei Sobyanin,Ihor Terekhov
10039,Sergei Sobyanin,Vassily Golubev
10040,Tayyip Erdogan,Pavel Krasheninniko
10041,Tayyip Erdogan,Giorgia Meloni
10042,Tayyip Erdogan,Ramzan Kadyrov
10043,Tayyip Erdogan,Valery Gerasimov
10044,Tayyip Erdogan,Ihor Terekhov
10045,Tayyip Erdogan,Vassily Golubev
10046,Pavel Krasheninniko,Giorgia Meloni
10047,Pavel Krasheninniko,Ramzan Kadyrov
10048,Pavel Krasheninniko,Valery Gerasimov
10049,Pavel Krasheninniko,Ihor Terekhov
10050,Pavel Krasheninniko,Vassily Golubev
10051,Giorgia Meloni,Ramzan Kadyrov
10052,Giorgia Meloni,Valery Gerasimov
10053,Giorgia Meloni,Ihor Terekhov
10054,Giorgia Meloni,Vassily Golubev
10055,Ramzan Kadyrov,Valery Gerasimov
10056,Ramzan Kadyrov,Ihor Terekhov
10057,Ramzan Kadyrov,Vassily Golubev
10058,Valery Gerasimov,Ihor Terekhov
10059,Valery Gerasimov,Vassily Golubev
10060,Ihor Terekhov,Vassily Golubev
10061,Julianne Smith,America Atlantic
10062,Julianne Smith,America Pacific
10063,Julianne Smith,Jens Stoltenberg
10064,Julianne Smith,Joe Biden
10065,Julianne Smith,Mark Kennedy
10066,Julianne Smith,Anthony Albanese
10067,Julianne Smith,Fumio Kishida
10068,Julianne Smith,Chris Hipkins
10069,Julianne Smith,Yoon Suk Yeol
10070,Julianne Smith,Wang Wenbin
10071,Julianne Smith,Celia Mendoza
10072,Julianne Smith,Jorge Agobian
10073,America Atlantic,America Pacific
10074,America Atlantic,Jens Stoltenberg
10075,America Atlantic,Joe Biden
10076,America Atlantic,Mark Kennedy
10077,America Atlantic,Anthony Albanese
10078,America Atlantic,Fumio Kishida
10079,America Atlantic,Chris Hipkins
10080,America Atlantic,Yoon Suk Yeol
10081,America Atlantic,Wang Wenbin
10082,America Atlantic,Celia Mendoza
10083,America Atlantic,Jorge Agobian
10084,America Pacific,Jens Stoltenberg
10085,America Pacific,Joe Biden
10086,America Pacific,Mark Kennedy
10087,America Pacific,Anthony Albanese
10088,America Pacific,Fumio Kishida
10089,America Pacific,Chris Hipkins
10090,America Pacific,Yoon Suk Yeol
10091,America Pacific,Wang Wenbin
10092,America Pacific,Celia Mendoza
10093,America Pacific,Jorge Agobian
10094,Jens Stoltenberg,Joe Biden
10095,Jens Stoltenberg,Mark Kennedy
10096,Jens Stoltenberg,Anthony Albanese
10097,Jens Stoltenberg,Fumio Kishida
10098,Jens Stoltenberg,Chris Hipkins
10099,Jens Stoltenberg,Yoon Suk Yeol
10100,Jens Stoltenberg,Wang Wenbin
10101,Jens Stoltenberg,Celia Mendoza
10102,Jens Stoltenberg,Jorge Agobian
10103,Joe Biden,Mark Kennedy
10104,Joe Biden,Anthony Albanese
10105,Joe Biden,Fumio Kishida
10106,Joe Biden,Chris Hipkins
10107,Joe Biden,Yoon Suk Yeol
10108,Joe Biden,Wang Wenbin
10109,Joe Biden,Celia Mendoza
10110,Joe Biden,Jorge Agobian
10111,Mark Kennedy,Anthony Albanese
10112,Mark Kennedy,Fumio Kishida
10113,Mark Kennedy,Chris Hipkins
10114,Mark Kennedy,Yoon Suk Yeol
10115,Mark Kennedy,Wang Wenbin
10116,Mark Kennedy,Celia Mendoza
10117,Mark Kennedy,Jorge Agobian
10118,Anthony Albanese,Fumio Kishida
10119,Anthony Albanese,Chris Hipkins
10120,Anthony Albanese,Yoon Suk Yeol
10121,Anthony Albanese,Wang Wenbin
10122,Anthony Albanese,Celia Mendoza
10123,Anthony Albanese,Jorge Agobian
10124,Fumio Kishida,Chris Hipkins
10125,Fumio Kishida,Yoon Suk Yeol
10126,Fumio Kishida,Wang Wenbin
10127,Fumio Kishida,Celia Mendoza
10128,Fumio Kishida,Jorge Agobian
10129,Chris Hipkins,Yoon Suk Yeol
10130,Chris Hipkins,Wang Wenbin
10131,Chris Hipkins,Celia Mendoza
10132,Chris Hipkins,Jorge Agobian
10133,Yoon Suk Yeol,Wang Wenbin
10134,Yoon Suk Yeol,Celia Mendoza
10135,Yoon Suk Yeol,Jorge Agobian
10136,Wang Wenbin,Celia Mendoza
10137,Wang Wenbin,Jorge Agobian
10138,Celia Mendoza,Jorge Agobian
10139,Volodymyr Zelenskiy,Vasyl Myroshnychenko
10140,Volodymyr Zelenskiy,Anthony Albanese
10141,Volodymyr Zelenskiy,Volodomyr Zelenskiy
10142,Volodymyr Zelenskiy,Richard Marles
10143,Volodymyr Zelenskiy,Kira Rudik
10144,Volodymyr Zelenskiy,Andrew Hastie
10145,Volodymyr Zelenskiy,Joe Biden
10146,Volodymyr Zelenskiy,Justin Trudeau
10147,Vasyl Myroshnychenko,Anthony Albanese
10148,Vasyl Myroshnychenko,Volodomyr Zelenskiy
10149,Vasyl Myroshnychenko,Richard Marles
10150,Vasyl Myroshnychenko,Kira Rudik
10151,Vasyl Myroshnychenko,Andrew Hastie
10152,Vasyl Myroshnychenko,Joe Biden
10153,Vasyl Myroshnychenko,Justin Trudeau
10154,Anthony Albanese,Volodomyr Zelenskiy
10155,Anthony Albanese,Richard Marles
10156,Anthony Albanese,Kira Rudik
10157,Anthony Albanese,Andrew Hastie
10158,Anthony Albanese,Joe Biden
10159,Anthony Albanese,Justin Trudeau
10160,Volodomyr Zelenskiy,Richard Marles
10161,Volodomyr Zelenskiy,Kira Rudik
10162,Volodomyr Zelenskiy,Andrew Hastie
10163,Volodomyr Zelenskiy,Joe Biden
10164,Volodomyr Zelenskiy,Justin Trudeau
10165,Richard Marles,Kira Rudik
10166,Richard Marles,Andrew Hastie
10167,Richard Marles,Joe Biden
10168,Richard Marles,Justin Trudeau
10169,Kira Rudik,Andrew Hastie
10170,Kira Rudik,Joe Biden
10171,Kira Rudik,Justin Trudeau
10172,Andrew Hastie,Joe Biden
10173,Andrew Hastie,Justin Trudeau
10174,Joe Biden,Justin Trudeau
10175,Volodymyr Zelenskiy,Vasyl Myroshnychenko
10176,Volodymyr Zelenskiy,Anthony Albanese
10177,Volodymyr Zelenskiy,Volodomyr Zelenskiy
10178,Volodymyr Zelenskiy,Richard Marles
10179,Volodymyr Zelenskiy,Kira Rudik
10180,Volodymyr Zelenskiy,Andrew Hastie
10181,Volodymyr Zelenskiy,Joe Biden
10182,Volodymyr Zelenskiy,Justin Trudeau
10183,Vasyl Myroshnychenko,Anthony Albanese
10184,Vasyl Myroshnychenko,Volodomyr Zelenskiy
10185,Vasyl Myroshnychenko,Richard Marles
10186,Vasyl Myroshnychenko,Kira Rudik
10187,Vasyl Myroshnychenko,Andrew Hastie
10188,Vasyl Myroshnychenko,Joe Biden
10189,Vasyl Myroshnychenko,Justin Trudeau
10190,Anthony Albanese,Volodomyr Zelenskiy
10191,Anthony Albanese,Richard Marles
10192,Anthony Albanese,Kira Rudik
10193,Anthony Albanese,Andrew Hastie
10194,Anthony Albanese,Joe Biden
10195,Anthony Albanese,Justin Trudeau
10196,Volodomyr Zelenskiy,Richard Marles
10197,Volodomyr Zelenskiy,Kira Rudik
10198,Volodomyr Zelenskiy,Andrew Hastie
10199,Volodomyr Zelenskiy,Joe Biden
10200,Volodomyr Zelenskiy,Justin Trudeau
10201,Richard Marles,Kira Rudik
10202,Richard Marles,Andrew Hastie
10203,Richard Marles,Joe Biden
10204,Richard Marles,Justin Trudeau
10205,Kira Rudik,Andrew Hastie
10206,Kira Rudik,Joe Biden
10207,Kira Rudik,Justin Trudeau
10208,Andrew Hastie,Joe Biden
10209,Andrew Hastie,Justin Trudeau
10210,Joe Biden,Justin Trudeau
10211,Volodymyr Zelenskiy,Vasyl Myroshnychenko
10212,Volodymyr Zelenskiy,Anthony Albanese
10213,Volodymyr Zelenskiy,Volodomyr Zelenskiy
10214,Volodymyr Zelenskiy,Richard Marles
10215,Volodymyr Zelenskiy,Kira Rudik
10216,Volodymyr Zelenskiy,Andrew Hastie
10217,Volodymyr Zelenskiy,Joe Biden
10218,Volodymyr Zelenskiy,Justin Trudeau
10219,Vasyl Myroshnychenko,Anthony Albanese
10220,Vasyl Myroshnychenko,Volodomyr Zelenskiy
10221,Vasyl Myroshnychenko,Richard Marles
10222,Vasyl Myroshnychenko,Kira Rudik
10223,Vasyl Myroshnychenko,Andrew Hastie
10224,Vasyl Myroshnychenko,Joe Biden
10225,Vasyl Myroshnychenko,Justin Trudeau
10226,Anthony Albanese,Volodomyr Zelenskiy
10227,Anthony Albanese,Richard Marles
10228,Anthony Albanese,Kira Rudik
10229,Anthony Albanese,Andrew Hastie
10230,Anthony Albanese,Joe Biden
10231,Anthony Albanese,Justin Trudeau
10232,Volodomyr Zelenskiy,Richard Marles
10233,Volodomyr Zelenskiy,Kira Rudik
10234,Volodomyr Zelenskiy,Andrew Hastie
10235,Volodomyr Zelenskiy,Joe Biden
10236,Volodomyr Zelenskiy,Justin Trudeau
10237,Richard Marles,Kira Rudik
10238,Richard Marles,Andrew Hastie
10239,Richard Marles,Joe Biden
10240,Richard Marles,Justin Trudeau
10241,Kira Rudik,Andrew Hastie
10242,Kira Rudik,Joe Biden
10243,Kira Rudik,Justin Trudeau
10244,Andrew Hastie,Joe Biden
10245,Andrew Hastie,Justin Trudeau
10246,Joe Biden,Justin Trudeau
10247,Volodymyr Zelenskiy,Vasyl Myroshnychenko
10248,Volodymyr Zelenskiy,Anthony Albanese
10249,Volodymyr Zelenskiy,Volodomyr Zelenskiy
10250,Volodymyr Zelenskiy,Richard Marles
10251,Volodymyr Zelenskiy,Kira Rudik
10252,Volodymyr Zelenskiy,Andrew Hastie
10253,Volodymyr Zelenskiy,Joe Biden
10254,Volodymyr Zelenskiy,Justin Trudeau
10255,Vasyl Myroshnychenko,Anthony Albanese
10256,Vasyl Myroshnychenko,Volodomyr Zelenskiy
10257,Vasyl Myroshnychenko,Richard Marles
10258,Vasyl Myroshnychenko,Kira Rudik
10259,Vasyl Myroshnychenko,Andrew Hastie
10260,Vasyl Myroshnychenko,Joe Biden
10261,Vasyl Myroshnychenko,Justin Trudeau
10262,Anthony Albanese,Volodomyr Zelenskiy
10263,Anthony Albanese,Richard Marles
10264,Anthony Albanese,Kira Rudik
10265,Anthony Albanese,Andrew Hastie
10266,Anthony Albanese,Joe Biden
10267,Anthony Albanese,Justin Trudeau
10268,Volodomyr Zelenskiy,Richard Marles
10269,Volodomyr Zelenskiy,Kira Rudik
10270,Volodomyr Zelenskiy,Andrew Hastie
10271,Volodomyr Zelenskiy,Joe Biden
10272,Volodomyr Zelenskiy,Justin Trudeau
10273,Richard Marles,Kira Rudik
10274,Richard Marles,Andrew Hastie
10275,Richard Marles,Joe Biden
10276,Richard Marles,Justin Trudeau
10277,Kira Rudik,Andrew Hastie
10278,Kira Rudik,Joe Biden
10279,Kira Rudik,Justin Trudeau
10280,Andrew Hastie,Joe Biden
10281,Andrew Hastie,Justin Trudeau
10282,Joe Biden,Justin Trudeau
10283,Volodymyr Zelenskiy,Vasyl Myroshnychenko
10284,Volodymyr Zelenskiy,Anthony Albanese
10285,Volodymyr Zelenskiy,Volodomyr Zelenskiy
10286,Volodymyr Zelenskiy,Richard Marles
10287,Volodymyr Zelenskiy,Kira Rudik
10288,Volodymyr Zelenskiy,Andrew Hastie
10289,Volodymyr Zelenskiy,Joe Biden
10290,Volodymyr Zelenskiy,Justin Trudeau
10291,Vasyl Myroshnychenko,Anthony Albanese
10292,Vasyl Myroshnychenko,Volodomyr Zelenskiy
10293,Vasyl Myroshnychenko,Richard Marles
10294,Vasyl Myroshnychenko,Kira Rudik
10295,Vasyl Myroshnychenko,Andrew Hastie
10296,Vasyl Myroshnychenko,Joe Biden
10297,Vasyl Myroshnychenko,Justin Trudeau
10298,Anthony Albanese,Volodomyr Zelenskiy
10299,Anthony Albanese,Richard Marles
10300,Anthony Albanese,Kira Rudik
10301,Anthony Albanese,Andrew Hastie
10302,Anthony Albanese,Joe Biden
10303,Anthony Albanese,Justin Trudeau
10304,Volodomyr Zelenskiy,Richard Marles
10305,Volodomyr Zelenskiy,Kira Rudik
10306,Volodomyr Zelenskiy,Andrew Hastie
10307,Volodomyr Zelenskiy,Joe Biden
10308,Volodomyr Zelenskiy,Justin Trudeau
10309,Richard Marles,Kira Rudik
10310,Richard Marles,Andrew Hastie
10311,Richard Marles,Joe Biden
10312,Richard Marles,Justin Trudeau
10313,Kira Rudik,Andrew Hastie
10314,Kira Rudik,Joe Biden
10315,Kira Rudik,Justin Trudeau
10316,Andrew Hastie,Joe Biden
10317,Andrew Hastie,Justin Trudeau
10318,Joe Biden,Justin Trudeau
10319,Volodymyr Zelenskiy,Vasyl Myroshnychenko
10320,Volodymyr Zelenskiy,Anthony Albanese
10321,Volodymyr Zelenskiy,Volodomyr Zelenskiy
10322,Volodymyr Zelenskiy,Richard Marles
10323,Volodymyr Zelenskiy,Kira Rudik
10324,Volodymyr Zelenskiy,Andrew Hastie
10325,Volodymyr Zelenskiy,Joe Biden
10326,Volodymyr Zelenskiy,Justin Trudeau
10327,Vasyl Myroshnychenko,Anthony Albanese
10328,Vasyl Myroshnychenko,Volodomyr Zelenskiy
10329,Vasyl Myroshnychenko,Richard Marles
10330,Vasyl Myroshnychenko,Kira Rudik
10331,Vasyl Myroshnychenko,Andrew Hastie
10332,Vasyl Myroshnychenko,Joe Biden
10333,Vasyl Myroshnychenko,Justin Trudeau
10334,Anthony Albanese,Volodomyr Zelenskiy
10335,Anthony Albanese,Richard Marles
10336,Anthony Albanese,Kira Rudik
10337,Anthony Albanese,Andrew Hastie
10338,Anthony Albanese,Joe Biden
10339,Anthony Albanese,Justin Trudeau
10340,Volodomyr Zelenskiy,Richard Marles
10341,Volodomyr Zelenskiy,Kira Rudik
10342,Volodomyr Zelenskiy,Andrew Hastie
10343,Volodomyr Zelenskiy,Joe Biden
10344,Volodomyr Zelenskiy,Justin Trudeau
10345,Richard Marles,Kira Rudik
10346,Richard Marles,Andrew Hastie
10347,Richard Marles,Joe Biden
